timestamp,asset,price
2026-04-18 17:36:37.915368,litecoin,55.44
2026-04-18 17:36:37.940276,bitcoin-cash,444.15
2026-04-18 17:36:37.952533,chainlink,9.3
2026-04-18 17:36:37.964307,stellar,0.169261
2026-04-18 17:36:37.980905,uniswap,3.36
2026-04-18 17:36:37.985927,avalanche-2,9.38
2026-04-18 17:36:37.992476,cosmos,1.78
2026-04-18 17:36:37.996029,monero,347.72
2026-04-18 17:36:38.009098,ethereum-classic,8.48
2026-04-18 17:36:38.015557,filecoin,0.947463
2026-04-18 17:36:38.021749,aptos,0.941103
2026-04-18 17:36:38.030743,arbitrum,0.126741
2026-04-18 17:36:38.041482,optimism,0.12645
2026-04-18 17:36:38.047053,near,1.36
2026-04-18 17:36:38.051044,internet-computer,2.49
2026-04-18 17:36:38.062247,vechain,0.00709195
2026-04-18 17:36:38.072926,hedera-hashgraph,0.088837
2026-04-18 17:36:38.076850,algorand,0.107842
2026-04-18 17:36:38.096674,the-sandbox,0.080268
2026-04-18 17:36:38.115262,decentraland,0.092059
2026-04-18 17:36:38.128146,theta-token,0.221191
2026-04-18 17:36:38.136526,axie-infinity,1.13
2026-04-18 17:36:38.152784,elrond-erd-2,4.21
2026-04-18 17:36:38.159961,tezos,0.36525
2026-04-18 17:36:38.167985,flow,0.03567329
2026-04-18 17:36:38.185614,eos,0.08191
2026-04-18 17:36:38.202150,neo,2.89
2026-04-18 17:36:38.214676,kava,0.056402
2026-04-18 17:36:38.223843,dash,34.56
2026-04-18 17:36:38.234888,zcash,322.25
2026-04-18 17:36:38.245628,iota,0.057161
2026-04-18 17:36:38.250994,maker,1783.95
2026-04-18 17:36:38.265911,aave,103.88
2026-04-18 17:36:38.273064,compound-governance-token,26.73
2026-04-18 17:36:38.283498,sushi,0.212832
2026-04-18 17:36:38.294531,yearn-finance,2686.27
2026-04-18 17:36:38.298709,curve-dao-token,0.231744
2026-04-18 17:37:39.722288,bitcoin,75754
2026-04-18 17:37:39.730333,ethereum,2349.05
2026-04-18 17:37:39.740568,tether,1.0
2026-04-18 17:37:39.748867,usd-coin,0.999871
2026-04-18 17:37:39.751740,binancecoin,630.81
2026-04-18 17:37:39.757828,solana,86.17
2026-04-18 17:37:39.771197,ripple,1.43
2026-04-18 17:37:39.783686,cardano,0.24889
2026-04-18 17:37:39.789783,dogecoin,0.094807
2026-04-18 17:37:39.794331,tron,0.328955
2026-04-18 17:37:39.798716,polkadot,1.28
2026-04-18 17:37:39.806802,litecoin,55.44
2026-04-18 17:37:39.815359,bitcoin-cash,444.15
2026-04-18 17:37:39.822827,chainlink,9.3
2026-04-18 17:37:39.832358,stellar,0.169248
2026-04-18 17:37:39.839112,uniswap,3.36
2026-04-18 17:37:39.845061,avalanche-2,9.38
2026-04-18 17:37:39.848777,cosmos,1.78
2026-04-18 17:37:39.855838,monero,347.79
2026-04-18 17:37:39.869308,ethereum-classic,8.48
2026-04-18 17:37:39.874345,filecoin,0.947464
2026-04-18 17:37:39.886086,aptos,0.941166
2026-04-18 17:37:39.889968,arbitrum,0.126745
2026-04-18 17:37:39.902777,optimism,0.1265
2026-04-18 17:37:39.907847,near,1.36
2026-04-18 17:37:39.920481,internet-computer,2.49
2026-04-18 17:37:39.932333,vechain,0.00709054
2026-04-18 17:37:39.936651,hedera-hashgraph,0.088848
2026-04-18 17:37:39.943080,algorand,0.107842
2026-04-18 17:37:39.952896,the-sandbox,0.080284
2026-04-18 17:37:39.955279,decentraland,0.092087
2026-04-18 17:37:39.968535,theta-token,0.221206
2026-04-18 17:37:39.972466,axie-infinity,1.13
2026-04-18 17:37:39.981197,elrond-erd-2,4.2
2026-04-18 17:37:39.988796,tezos,0.365238
2026-04-18 17:37:39.998853,flow,0.03567058
2026-04-18 17:37:40.005114,eos,0.08191
2026-04-18 17:37:40.017756,neo,2.89
2026-04-18 17:37:40.021858,kava,0.056424
2026-04-18 17:37:40.035479,dash,34.57
2026-04-18 17:37:40.042407,zcash,322.23
2026-04-18 17:37:40.051858,iota,0.057161
2026-04-18 17:37:40.056793,maker,1789.3
2026-04-18 17:37:40.059861,aave,103.74
2026-04-18 17:37:40.065215,compound-governance-token,26.74
2026-04-18 17:37:40.071210,sushi,0.212849
2026-04-18 17:37:40.073474,yearn-finance,2687.05
2026-04-18 17:37:40.081392,curve-dao-token,0.231712
2026-04-18 17:40:17.419351,bitcoin,75743
2026-04-18 17:40:17.425532,ethereum,2349.06
2026-04-18 17:40:17.431549,tether,1.0
2026-04-18 17:40:17.438252,usd-coin,0.999859
2026-04-18 17:40:17.440244,binancecoin,630.61
2026-04-18 17:40:17.444234,solana,86.12
2026-04-18 17:40:17.450221,ripple,1.43
2026-04-18 17:40:17.455214,cardano,0.248889
2026-04-18 17:40:17.458236,dogecoin,0.094803
2026-04-18 17:40:17.463185,tron,0.329138
2026-04-18 17:40:17.467174,polkadot,1.28
2026-04-18 17:40:17.472159,litecoin,55.44
2026-04-18 17:40:17.475742,bitcoin-cash,444.15
2026-04-18 17:40:17.480746,chainlink,9.29
2026-04-18 17:40:17.486219,stellar,0.169228
2026-04-18 17:40:17.490187,uniswap,3.36
2026-04-18 17:40:17.494361,avalanche-2,9.37
2026-04-18 17:40:17.497360,cosmos,1.78
2026-04-18 17:40:17.502339,monero,347.87
2026-04-18 17:40:17.504952,ethereum-classic,8.48
2026-04-18 17:40:17.509936,filecoin,0.947834
2026-04-18 17:40:17.513985,aptos,0.941208
2026-04-18 17:40:17.518917,arbitrum,0.126693
2026-04-18 17:40:17.522902,optimism,0.126489
2026-04-18 17:40:17.528199,near,1.36
2026-04-18 17:40:17.533261,internet-computer,2.49
2026-04-18 17:40:17.536373,vechain,0.00709015
2026-04-18 17:40:17.540364,hedera-hashgraph,0.088849
2026-04-18 17:40:17.544530,algorand,0.107855
2026-04-18 17:40:17.547513,the-sandbox,0.080345
2026-04-18 17:40:17.551540,decentraland,0.092179
2026-04-18 17:40:17.554963,theta-token,0.221006
2026-04-18 17:40:17.558964,axie-infinity,1.13
2026-04-18 17:40:17.564167,elrond-erd-2,4.2
2026-04-18 17:40:17.568161,tezos,0.365169
2026-04-18 17:40:17.573573,flow,0.03568145
2026-04-18 17:40:17.580557,eos,0.08191
2026-04-18 17:40:17.585546,neo,2.89
2026-04-18 17:40:17.592163,kava,0.056369
2026-04-18 17:40:17.596246,dash,34.56
2026-04-18 17:40:17.600269,zcash,322.2
2026-04-18 17:40:17.602230,iota,0.057144
2026-04-18 17:40:17.606404,maker,1789.28
2026-04-18 17:40:17.610427,aave,103.88
2026-04-18 17:40:17.613504,compound-governance-token,26.75
2026-04-18 17:40:17.617495,sushi,0.212849
2026-04-18 17:40:17.621485,yearn-finance,2686.89
2026-04-18 17:40:17.626827,curve-dao-token,0.231639
2026-04-18 17:41:18.719207,bitcoin,75771
2026-04-18 17:41:18.723325,ethereum,2350.34
2026-04-18 17:41:18.732099,tether,1.0
2026-04-18 17:41:18.736726,usd-coin,0.999873
2026-04-18 17:41:18.742710,binancecoin,630.79
2026-04-18 17:41:18.747698,solana,86.15
2026-04-18 17:41:18.751687,ripple,1.43
2026-04-18 17:41:18.756678,cardano,0.248917
2026-04-18 17:41:18.765647,dogecoin,0.094831
2026-04-18 17:41:18.768639,tron,0.329128
2026-04-18 17:41:18.771636,polkadot,1.28
2026-04-18 17:41:18.781611,litecoin,55.47
2026-04-18 17:41:18.785055,bitcoin-cash,444.11
2026-04-18 17:41:18.789039,chainlink,9.29
2026-04-18 17:41:18.796618,stellar,0.169202
2026-04-18 17:41:18.799594,uniswap,3.36
2026-04-18 17:41:18.803876,avalanche-2,9.38
2026-04-18 17:41:18.806871,cosmos,1.78
2026-04-18 17:41:18.819490,monero,347.54
2026-04-18 17:41:18.831682,ethereum-classic,8.48
2026-04-18 17:41:18.835694,filecoin,0.948495
2026-04-18 17:41:18.839665,aptos,0.940912
2026-04-18 17:41:18.849588,arbitrum,0.126705
2026-04-18 17:41:18.855968,optimism,0.126555
2026-04-18 17:41:18.862975,near,1.36
2026-04-18 17:41:18.866879,internet-computer,2.49
2026-04-18 17:41:18.870866,vechain,0.00709337
2026-04-18 17:41:18.872860,hedera-hashgraph,0.088854
2026-04-18 17:41:18.881985,algorand,0.107884
2026-04-18 17:41:18.885194,the-sandbox,0.080363
2026-04-18 17:41:18.889183,decentraland,0.092195
2026-04-18 17:41:18.896235,theta-token,0.22091
2026-04-18 17:41:18.899220,axie-infinity,1.13
2026-04-18 17:41:18.903348,elrond-erd-2,4.2
2026-04-18 17:41:18.906328,tezos,0.365236
2026-04-18 17:41:18.915644,flow,0.03569495
2026-04-18 17:41:18.918642,eos,0.08191
2026-04-18 17:41:18.922628,neo,2.89
2026-04-18 17:41:18.935981,kava,0.056385
2026-04-18 17:41:18.946535,dash,34.59
2026-04-18 17:41:18.949507,zcash,322.21
2026-04-18 17:41:18.952499,iota,0.057176
2026-04-18 17:41:18.956150,maker,1789.98
2026-04-18 17:41:18.966121,aave,103.98
2026-04-18 17:41:18.969113,compound-governance-token,26.78
2026-04-18 17:41:18.973104,sushi,0.212889
2026-04-18 17:41:18.980091,yearn-finance,2686.83
2026-04-18 17:41:18.984074,curve-dao-token,0.231688
2026-04-18 17:42:19.896919,bitcoin,75772
2026-04-18 17:42:19.900956,ethereum,2351.12
2026-04-18 17:42:19.912109,tether,1.0
2026-04-18 17:42:19.916338,usd-coin,0.99979
2026-04-18 17:42:19.922326,binancecoin,630.97
2026-04-18 17:42:19.927642,solana,86.15
2026-04-18 17:42:19.931631,ripple,1.43
2026-04-18 17:42:19.939650,cardano,0.24893
2026-04-18 17:42:19.944776,dogecoin,0.094834
2026-04-18 17:42:19.948761,tron,0.329149
2026-04-18 17:42:19.959055,polkadot,1.28
2026-04-18 17:42:19.963769,litecoin,55.47
2026-04-18 17:42:19.971445,bitcoin-cash,444.12
2026-04-18 17:42:19.974644,chainlink,9.3
2026-04-18 17:42:19.979635,stellar,0.1692
2026-04-18 17:42:19.985408,uniswap,3.36
2026-04-18 17:42:19.995585,avalanche-2,9.38
2026-04-18 17:42:19.999574,cosmos,1.78
2026-04-18 17:42:20.011085,monero,347.51
2026-04-18 17:42:20.015849,ethereum-classic,8.48
2026-04-18 17:42:20.026818,filecoin,0.948489
2026-04-18 17:42:20.029810,aptos,0.940676
2026-04-18 17:42:20.035794,arbitrum,0.126701
2026-04-18 17:42:20.042992,optimism,0.126559
2026-04-18 17:42:20.045987,near,1.36
2026-04-18 17:42:20.053072,internet-computer,2.49
2026-04-18 17:42:20.062749,vechain,0.00709302
2026-04-18 17:42:20.072213,hedera-hashgraph,0.088867
2026-04-18 17:42:20.078369,algorand,0.107869
2026-04-18 17:42:20.083531,the-sandbox,0.080385
2026-04-18 17:42:20.094929,decentraland,0.092182
2026-04-18 17:42:20.103908,theta-token,0.2209
2026-04-18 17:42:20.113879,axie-infinity,1.13
2026-04-18 17:42:20.123850,elrond-erd-2,4.2
2026-04-18 17:42:20.131075,tezos,0.365319
2026-04-18 17:42:20.146510,flow,0.03569643
2026-04-18 17:42:20.148491,eos,0.08191
2026-04-18 17:42:20.160598,neo,2.89
2026-04-18 17:42:20.165581,kava,0.056378
2026-04-18 17:42:20.178283,dash,34.59
2026-04-18 17:42:20.188767,zcash,322.19
2026-04-18 17:42:20.199211,iota,0.057179
2026-04-18 17:42:20.205197,maker,1788.59
2026-04-18 17:42:20.210181,aave,104.02
2026-04-18 17:42:20.224149,compound-governance-token,26.78
2026-04-18 17:42:20.230545,sushi,0.212918
2026-04-18 17:42:20.244601,yearn-finance,2688.23
2026-04-18 17:42:20.248592,curve-dao-token,0.231692
2026-04-18 17:43:21.304236,bitcoin,75780
2026-04-18 17:43:21.307533,ethereum,2351.88
2026-04-18 17:43:21.330472,tether,1.0
2026-04-18 17:43:21.336191,usd-coin,0.999781
2026-04-18 17:43:21.351291,binancecoin,631.01
2026-04-18 17:43:21.370682,solana,86.16
2026-04-18 17:43:21.379656,ripple,1.43
2026-04-18 17:43:21.387647,cardano,0.248957
2026-04-18 17:43:21.399558,dogecoin,0.094842
2026-04-18 17:43:21.403763,tron,0.329155
2026-04-18 17:43:21.408792,polkadot,1.28
2026-04-18 17:43:21.416922,litecoin,55.48
2026-04-18 17:43:21.424045,bitcoin-cash,444.14
2026-04-18 17:43:21.433024,chainlink,9.3
2026-04-18 17:43:21.440888,stellar,0.169197
2026-04-18 17:43:21.448996,uniswap,3.36
2026-04-18 17:43:21.456773,avalanche-2,9.38
2026-04-18 17:43:21.464488,cosmos,1.78
2026-04-18 17:43:21.468480,monero,348.05
2026-04-18 17:43:21.473624,ethereum-classic,8.48
2026-04-18 17:43:21.485090,filecoin,0.948704
2026-04-18 17:43:21.490077,aptos,0.940504
2026-04-18 17:43:21.501005,arbitrum,0.126676
2026-04-18 17:43:21.506307,optimism,0.126547
2026-04-18 17:43:21.508274,near,1.36
2026-04-18 17:43:21.517231,internet-computer,2.49
2026-04-18 17:43:21.523364,vechain,0.00709383
2026-04-18 17:43:21.533554,hedera-hashgraph,0.088874
2026-04-18 17:43:21.540379,algorand,0.107874
2026-04-18 17:43:21.546855,the-sandbox,0.080395
2026-04-18 17:43:21.555365,decentraland,0.092207
2026-04-18 17:43:21.558357,theta-token,0.220805
2026-04-18 17:43:21.572168,axie-infinity,1.13
2026-04-18 17:43:21.575360,elrond-erd-2,4.2
2026-04-18 17:43:21.584562,tezos,0.365397
2026-04-18 17:43:21.601644,flow,0.0356946
2026-04-18 17:43:21.605877,eos,0.08191
2026-04-18 17:43:21.610837,neo,2.89
2026-04-18 17:43:21.617036,kava,0.056389
2026-04-18 17:43:21.623021,dash,34.61
2026-04-18 17:43:21.633222,zcash,322.1
2026-04-18 17:43:21.638024,iota,0.057186
2026-04-18 17:43:21.640020,maker,1788.4
2026-04-18 17:43:21.647479,aave,104.11
2026-04-18 17:43:21.656179,compound-governance-token,26.81
2026-04-18 17:43:21.664240,sushi,0.213025
2026-04-18 17:43:21.672219,yearn-finance,2688.41
2026-04-18 17:43:21.680333,curve-dao-token,0.231561
2026-04-18 17:44:22.539012,bitcoin,75796
2026-04-18 17:44:22.543001,ethereum,2352.37
2026-04-18 17:44:22.546892,tether,1.0
2026-04-18 17:44:22.553415,usd-coin,0.99977
2026-04-18 17:44:22.559960,binancecoin,631.13
2026-04-18 17:44:22.564115,solana,86.18
2026-04-18 17:44:22.567109,ripple,1.43
2026-04-18 17:44:22.573562,cardano,0.248995
2026-04-18 17:44:22.578245,dogecoin,0.094864
2026-04-18 17:44:22.582237,tron,0.329169
2026-04-18 17:44:22.585526,polkadot,1.28
2026-04-18 17:44:22.593525,litecoin,55.48
2026-04-18 17:44:22.596577,bitcoin-cash,444.23
2026-04-18 17:44:22.599568,chainlink,9.3
2026-04-18 17:44:22.603572,stellar,0.169215
2026-04-18 17:44:22.610807,uniswap,3.36
2026-04-18 17:44:22.614036,avalanche-2,9.38
2026-04-18 17:44:22.616033,cosmos,1.78
2026-04-18 17:44:22.619024,monero,348.15
2026-04-18 17:44:22.624884,ethereum-classic,8.48
2026-04-18 17:44:22.627873,filecoin,0.948916
2026-04-18 17:44:22.631861,aptos,0.940581
2026-04-18 17:44:22.634129,arbitrum,0.126621
2026-04-18 17:44:22.641112,optimism,0.126568
2026-04-18 17:44:22.644311,near,1.36
2026-04-18 17:44:22.648302,internet-computer,2.49
2026-04-18 17:44:22.651293,vechain,0.00709518
2026-04-18 17:44:22.662309,hedera-hashgraph,0.088877
2026-04-18 17:44:22.667132,algorand,0.10785
2026-04-18 17:44:22.673978,the-sandbox,0.080399
2026-04-18 17:44:22.676974,decentraland,0.092242
2026-04-18 17:44:22.681957,theta-token,0.220791
2026-04-18 17:44:22.687080,axie-infinity,1.13
2026-04-18 17:44:22.691067,elrond-erd-2,4.2
2026-04-18 17:44:22.695154,tezos,0.365464
2026-04-18 17:44:22.699627,flow,0.0357026
2026-04-18 17:44:22.704926,eos,0.081902
2026-04-18 17:44:22.707918,neo,2.89
2026-04-18 17:44:22.712905,kava,0.056446
2026-04-18 17:44:22.716407,dash,34.61
2026-04-18 17:44:22.720391,zcash,322.18
2026-04-18 17:44:22.723551,iota,0.057211
2026-04-18 17:44:22.727548,maker,1789.2
2026-04-18 17:44:22.731546,aave,104.16
2026-04-18 17:44:22.735840,compound-governance-token,26.83
2026-04-18 17:44:22.739827,sushi,0.213079
2026-04-18 17:44:22.744051,yearn-finance,2689.09
2026-04-18 17:44:22.747047,curve-dao-token,0.231361
2026-04-18 17:45:23.636894,bitcoin,75801
2026-04-18 17:45:23.639885,ethereum,2352.78
2026-04-18 17:45:23.654596,tether,1.0
2026-04-18 17:45:23.658588,usd-coin,0.999808
2026-04-18 17:45:23.663575,binancecoin,631.11
2026-04-18 17:45:23.668560,solana,86.19
2026-04-18 17:45:23.672703,ripple,1.43
2026-04-18 17:45:23.677337,cardano,0.249037
2026-04-18 17:45:23.682323,dogecoin,0.094873
2026-04-18 17:45:23.688310,tron,0.329134
2026-04-18 17:45:23.692931,polkadot,1.28
2026-04-18 17:45:23.697986,litecoin,55.48
2026-04-18 17:45:23.703976,bitcoin-cash,444.27
2026-04-18 17:45:23.708371,chainlink,9.3
2026-04-18 17:45:23.711362,stellar,0.169258
2026-04-18 17:45:23.718354,uniswap,3.36
2026-04-18 17:45:23.721342,avalanche-2,9.38
2026-04-18 17:45:23.725977,cosmos,1.78
2026-04-18 17:45:23.729963,monero,348.2
2026-04-18 17:45:23.737689,ethereum-classic,8.48
2026-04-18 17:45:23.741679,filecoin,0.949007
2026-04-18 17:45:23.745787,aptos,0.940484
2026-04-18 17:45:23.752776,arbitrum,0.126624
2026-04-18 17:45:23.757258,optimism,0.126587
2026-04-18 17:45:23.760239,near,1.36
2026-04-18 17:45:23.770212,internet-computer,2.49
2026-04-18 17:45:23.772206,vechain,0.00709577
2026-04-18 17:45:23.775385,hedera-hashgraph,0.08889
2026-04-18 17:45:23.782370,algorand,0.107848
2026-04-18 17:45:23.788349,the-sandbox,0.080406
2026-04-18 17:45:23.790343,decentraland,0.092253
2026-04-18 17:45:23.797518,theta-token,0.220783
2026-04-18 17:45:23.803499,axie-infinity,1.13
2026-04-18 17:45:23.805712,elrond-erd-2,4.2
2026-04-18 17:45:23.809720,tezos,0.365512
2026-04-18 17:45:23.817681,flow,0.03572495
2026-04-18 17:45:23.821671,eos,0.081902
2026-04-18 17:45:23.826057,neo,2.89
2026-04-18 17:45:23.832046,kava,0.056446
2026-04-18 17:45:23.836028,dash,34.62
2026-04-18 17:45:23.839029,zcash,322.28
2026-04-18 17:45:23.842016,iota,0.057216
2026-04-18 17:45:23.848484,maker,1789.39
2026-04-18 17:45:23.851475,aave,104.32
2026-04-18 17:45:23.855760,compound-governance-token,26.83
2026-04-18 17:45:23.858758,sushi,0.213053
2026-04-18 17:45:23.864735,yearn-finance,2689.83
2026-04-18 17:45:23.867729,curve-dao-token,0.231214
2026-04-18 17:46:24.721271,bitcoin,75811
2026-04-18 17:46:24.724406,ethereum,2353.4
2026-04-18 17:46:24.735630,tether,1.0
2026-04-18 17:46:24.742617,usd-coin,0.999769
2026-04-18 17:46:24.747129,binancecoin,631.25
2026-04-18 17:46:24.751110,solana,86.2
2026-04-18 17:46:24.754202,ripple,1.43
2026-04-18 17:46:24.759981,cardano,0.24905
2026-04-18 17:46:24.765215,dogecoin,0.094894
2026-04-18 17:46:24.769137,tron,0.329127
2026-04-18 17:46:24.773129,polkadot,1.28
2026-04-18 17:46:24.778664,litecoin,55.48
2026-04-18 17:46:24.781667,bitcoin-cash,444.3
2026-04-18 17:46:24.786494,chainlink,9.3
2026-04-18 17:46:24.790479,stellar,0.169264
2026-04-18 17:46:24.793479,uniswap,3.36
2026-04-18 17:46:24.797734,avalanche-2,9.38
2026-04-18 17:46:24.797734,cosmos,1.78
2026-04-18 17:46:24.797734,monero,348.31
2026-04-18 17:46:24.797734,ethereum-classic,8.48
2026-04-18 17:46:24.813358,filecoin,0.949525
2026-04-18 17:46:24.813358,aptos,0.940342
2026-04-18 17:46:24.825437,arbitrum,0.126599
2026-04-18 17:46:24.828421,optimism,0.126584
2026-04-18 17:46:24.832411,near,1.36
2026-04-18 17:46:24.834798,internet-computer,2.49
2026-04-18 17:46:24.839786,vechain,0.0070992
2026-04-18 17:46:24.843770,hedera-hashgraph,0.088922
2026-04-18 17:46:24.846047,algorand,0.107899
2026-04-18 17:46:24.849039,the-sandbox,0.080457
2026-04-18 17:46:24.853025,decentraland,0.092301
2026-04-18 17:46:24.856452,theta-token,0.22081
2026-04-18 17:46:24.859428,axie-infinity,1.13
2026-04-18 17:46:24.863593,elrond-erd-2,4.21
2026-04-18 17:46:24.866586,tezos,0.365564
2026-04-18 17:46:24.869583,flow,0.03575649
2026-04-18 17:46:24.873847,eos,0.081902
2026-04-18 17:46:24.876847,neo,2.9
2026-04-18 17:46:24.879832,kava,0.056448
2026-04-18 17:46:24.883956,dash,34.63
2026-04-18 17:46:24.886054,zcash,322.51
2026-04-18 17:46:24.890089,iota,0.05722
2026-04-18 17:46:24.893037,maker,1789.73
2026-04-18 17:46:24.896174,aave,104.49
2026-04-18 17:46:24.900155,compound-governance-token,26.8
2026-04-18 17:46:24.902148,sushi,0.213079
2026-04-18 17:46:24.906294,yearn-finance,2690.59
2026-04-18 17:46:24.911280,curve-dao-token,0.231319
2026-04-18 17:47:25.745118,bitcoin,75839
2026-04-18 17:47:25.749109,ethereum,2353.83
2026-04-18 17:47:25.758256,tether,1.0
2026-04-18 17:47:25.762244,usd-coin,0.999434
2026-04-18 17:47:25.765852,binancecoin,631.53
2026-04-18 17:47:25.769840,solana,86.22
2026-04-18 17:47:25.774239,ripple,1.43
2026-04-18 17:47:25.777237,cardano,0.24909
2026-04-18 17:47:25.782223,dogecoin,0.094919
2026-04-18 17:47:25.786352,tron,0.329123
2026-04-18 17:47:25.790882,polkadot,1.28
2026-04-18 17:47:25.794207,litecoin,55.48
2026-04-18 17:47:25.797199,bitcoin-cash,444.36
2026-04-18 17:47:25.800197,chainlink,9.3
2026-04-18 17:47:25.805410,stellar,0.169307
2026-04-18 17:47:25.808397,uniswap,3.36
2026-04-18 17:47:25.811391,avalanche-2,9.38
2026-04-18 17:47:25.815575,cosmos,1.78
2026-04-18 17:47:25.818553,monero,348.34
